"id";"COMPOSIZIONE";"cl";"SEL";"ncol";"ccol";"nart";"Descrizione";"Collezione";"PRE";"PREC";"PRO";"PROC";"VEND";"VENDC";"LANC";"CONQ";"VA";"PIU";"DAOF";"FIL";"COL";"LF";"CQF";"VAS";"DAORDFINALE";"query per fronitore_PF";"MAGCF";"MAGC";"CLIENTE1";"ORDINE1";"CLIENTE2";"ORDINE2";"CLIENTE3";"ORDINE3";"CLIENTE4";"ORDINE4";"ORDTOT";"CARICA";"ORD";"ORM";"ORS";"RES";"OT";"SommaDiDAARR";"CARICAF";"ORDF";"ORMF";"ORSF";"RESF";"OTF";"DAARF";"clie";"Espr1";"cl2";"DAARFORN";"OTFORN";"CARICAFORN";"PV";"PPRO";"PPRE";"pv1";"ppre1"
"A5.FIL.046.F26LIM";"40%WO + 25%VI + 25%PA + 10%WS";"MILLEFILI";-1;8819280;"A5.FIL.046.F26";8817079;"Dublino geo nm14500 GRS";"LIM";59,06;355,00;59,06;355,00;59,06;355,00;20,16;;1,51;8,02;5,19;"A5.FIL.046";"F26";793,67;0,00;432,18;66,66;124,90;0,00;;"MILLEFILI";1198;;;;;;;1198,00;;40,00;0,00;0,00;0,00;40,00;40,00;1051,10;1198,00;0,00;0,00;0,00;1198,00;217,00;"MILLEFILI";;"MILLEFILI";1063,65;3416,00;2431,92;;;;;
"A5.FIL.046.G80LIM";"40%WO + 25%VI + 25%PA + 10%WS";"MILLEFILI";-1;8819281;"A5.FIL.046.G80";8817079;"Dublino geo nm14500 GRS";"LIM";92,08;499,00;92,08;499,00;92,08;499,00;20,84;;;7,83;2,84;"A5.FIL.046";"G80";793,67;0,00;432,18;66,66;124,90;0,00;;"MILLEFILI";1198;;;;;;;1198,00;;75,00;0,00;0,00;0,00;75,00;75,00;1051,10;1198,00;0,00;0,00;0,00;1198,00;217,00;"MILLEFILI";;"MILLEFILI";1063,65;3416,00;2431,92;;;;;
"A5.FIL.046.I22LIM";"40%WO + 25%VI + 25%PA + 10%WS";"MILLEFILI";-1;8819282;"A5.FIL.046.I22";8817079;"Dublino geo nm14500 GRS";"LIM";27,41;156,00;27,41;156,00;27,41;156,00;21,39;;1,29;7,30;11,33;"A5.FIL.046";"I22";793,67;0,00;432,18;66,66;124,90;0,00;;"MILLEFILI";1198;;;;;;;1198,00;;0,00;0,00;0,00;0,00;0,00;;1051,10;1198,00;0,00;0,00;0,00;1198,00;217,00;"MILLEFILI";;"MILLEFILI";1063,65;3416,00;2431,92;;;;;
"A5.FIL.046.N04LIM";"40%WO + 25%VI + 25%PA + 10%WS";"MILLEFILI";-1;8819283;"A5.FIL.046.N04";8817079;"Dublino geo nm14500 GRS";"LIM";166,28;889,00;166,28;889,00;166,28;889,00;120,51;;49,12;7,92;3,63;"A5.FIL.046";"N04";793,67;0,00;432,18;66,66;124,90;0,00;;"MILLEFILI";1198;;;;;;;1198,00;151,71;145,00;0,00;0,00;0,00;145,00;;1051,10;1198,00;0,00;0,00;0,00;1198,00;217,00;"MILLEFILI";;"MILLEFILI";1063,65;3416,00;2431,92;;;;;
"A5.FIL.046.N44LIM";"40%WO + 25%VI + 25%PA + 10%WS";"MILLEFILI";-1;8819284;"A5.FIL.046.N44";8817079;"Dublino geo nm14500 GRS";"LIM";178,11;798,00;178,11;798,00;178,11;798,00;94,10;;94,58;23,48;9,66;"A5.FIL.046";"N44";793,67;0,00;432,18;66,66;124,90;0,00;;"MILLEFILI";1198;;;;;;;1198,00;182,07;165,00;0,00;0,00;0,00;165,00;;1051,10;1198,00;0,00;0,00;0,00;1198,00;217,00;"MILLEFILI";;"MILLEFILI";1063,65;3416,00;2431,92;;;;;
"A5.FIL.046.N72LIM";"40%WO + 25%VI + 25%PA + 10%WS";"MILLEFILI";-1;8841757;"A5.FIL.046.N72";8817079;"Dublino geo nm14500 GRS";"LIM";168,27;741,00;168,27;741,00;168,27;741,00;108,89;;65,78;9,89;2,49;"A5.FIL.046";"N72";793,67;0,00;432,18;66,66;124,90;0,00;;"MILLEFILI";1198;;;;;;;1198,00;143,99;141,00;0,00;0,00;0,00;141,00;;1051,10;1198,00;0,00;0,00;0,00;1198,00;217,00;"MILLEFILI";;"MILLEFILI";1063,65;3416,00;2431,92;;;;;
"A5.FIL.046.W16LIM";"40%WO + 25%VI + 25%PA + 10%WS";"MILLEFILI";-1;8819286;"A5.FIL.046.W16";8817079;"Dublino geo nm14500 GRS";"LIM";79,40;362,00;79,40;362,00;79,40;362,00;56,82;;25,67;22,21;15,65;"A5.FIL.046";"W16";793,67;0,00;432,18;66,66;124,90;0,00;;"MILLEFILI";1198;;;;;;;1198,00;75,37;65,00;0,00;0,00;0,00;65,00;;1051,10;1198,00;0,00;0,00;0,00;1198,00;217,00;"MILLEFILI";;"MILLEFILI";1063,65;3416,00;2431,92;;;;;
"A5.FIL.046.Z30LIM";"40%WO + 25%VI + 25%PA + 10%WS";"MILLEFILI";-1;8819287;"A5.FIL.046.Z30";8817079;"Dublino geo nm14500 GRS";"LIM";114,06;618,00;114,06;618,00;114,06;618,00;19,58;;;8,36;-0,76;"A5.FIL.046";"Z30";793,67;0,00;432,18;66,66;124,90;0,00;;"MILLEFILI";1198;;;;;;;1198,00;;102,00;0,00;0,00;0,00;102,00;102,00;1051,10;1198,00;0,00;0,00;0,00;1198,00;217,00;"MILLEFILI";;"MILLEFILI";1063,65;3416,00;2431,92;;;;;
"A5.FIL.048.B04E2M";"75%CO + 25%WO";"ALPES";-1;8833507;"A5.FIL.048.B04";8823404;"Wool cott ""25"" nm3000 GOTS";"E2M";1007,28;1926,00;1007,28;1926,00;1007,28;1926,00;371,40;;12,10;0,40;-31,32;"A5.FIL.048";"B04";371,40;0,00;12,10;-31,32;0,40;0,00;;"ALPES";1039;;;;;;;1039,00;383,90;1039,00;0,00;0,00;0,00;1039,00;655,10;383,90;1039,00;0,00;0,00;0,00;1039,00;655,10;"ALPES";;"ALPES";3921,70;7602,00;3573,92;;;;;
"A5.FIL.049.B04MH1";"92%CO + 8%PL";"ALPES";-1;8828542;"A5.FIL.049.B04";8828536;"Breeze nm7500";"MH1";25,15;72,00;25,15;72,00;25,15;72,00;;;;0,00;-4,85;"A5.FIL.049";"B04";376,44;0,00;30,11;70,89;103,87;0,00;;"ALPES";731;;;;;;;731,00;;30,00;0,00;0,00;0,00;30,00;30,00;386,10;731,00;0,00;0,00;0,00;731,00;322,00;"ALPES";;"ALPES";3921,70;7602,00;3573,92;24,98;24,98;24,98;24,98;24,98
"A5.FIL.049.EC2MH1";"92%CO + 8%PL";"ALPES";-1;8828558;"A5.FIL.049.EC2";8828536;"Breeze nm7500";"MH1";134,21;314,00;134,21;314,00;134,21;314,00;64,20;;4,41;39,99;29,90;"A5.FIL.049";"EC2";376,44;0,00;30,11;70,89;103,87;0,00;;"ALPES";731;;;;;;;731,00;69,30;150,00;0,00;0,00;0,00;150,00;75,00;386,10;731,00;0,00;0,00;0,00;731,00;322,00;"ALPES";;"ALPES";3921,70;7602,00;3573,92;133,53;133,53;133,53;133,53;133,53
"A5.FIL.049.N98MH1";"92%CO + 8%PL";"ALPES";-1;8828597;"A5.FIL.049.N98";8828536;"Breeze nm7500";"MH1";155,00;394,00;155,00;394,00;155,00;394,00;75,61;;7,52;0,34;-3,13;"A5.FIL.049";"N98";376,44;0,00;30,11;70,89;103,87;0,00;;"ALPES";731;;;;;;;731,00;76,10;154,00;0,00;0,00;0,00;154,00;75,00;386,10;731,00;0,00;0,00;0,00;731,00;322,00;"ALPES";;"ALPES";3921,70;7602,00;3573,92;153,48;153,48;153,48;153,48;153,48
"A5.FIL.049.O24MH1";"92%CO + 8%PL";"ALPES";-1;8828599;"A5.FIL.049.O24";8828536;"Breeze nm7500";"MH1";104,56;307,00;104,56;307,00;104,56;307,00;77,20;;;11,17;6,90;"A5.FIL.049";"O24";376,44;0,00;30,11;70,89;103,87;0,00;;"ALPES";731;;;;;;;731,00;69,40;112,00;0,00;0,00;0,00;112,00;37,00;386,10;731,00;0,00;0,00;0,00;731,00;322,00;"ALPES";;"ALPES";3921,70;7602,00;3573,92;104,08;104,08;104,08;104,08;104,08
"A5.FIL.049.U18MH1";"92%CO + 8%PL";"ALPES";-1;8828634;"A5.FIL.049.U18";8828536;"Breeze nm7500";"MH1";97,11;238,00;97,11;238,00;97,11;238,00;59,37;;13,95;39,11;33,02;"A5.FIL.049";"U18";376,44;0,00;30,11;70,89;103,87;0,00;;"ALPES";731;;;;;;;731,00;71,70;105,00;0,00;0,00;0,00;105,00;30,00;386,10;731,00;0,00;0,00;0,00;731,00;322,00;"ALPES";;"ALPES";3921,70;7602,00;3573,92;;;;;
"A5.FIL.049.U50MH1";"92%CO + 8%PL";"ALPES";-1;8828638;"A5.FIL.049.U50";8828536;"Breeze nm7500";"MH1";174,90;491,00;174,90;491,00;174,90;491,00;100,06;;4,23;13,25;9,05;"A5.FIL.049";"U50";376,44;0,00;30,11;70,89;103,87;0,00;;"ALPES";731;;;;;;;731,00;99,60;180,00;0,00;0,00;0,00;180,00;75,00;386,10;731,00;0,00;0,00;0,00;731,00;322,00;"ALPES";;"ALPES";3921,70;7602,00;3573,92;;;;;
"A5.FIL.050.B02MH1";"100%CO";"BRESCIANE";-1;8828656;"A5.FIL.050.B02";8828652;"Texas2 nm2/50 (ne30/2)";"MH1";10,65;548,00;10,65;548,00;10,65;548,00;8,08;;1,11;3,12;2,46;"A5.FIL.050";"B02";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;11,31;8,00;0,00;0,00;0,00;8,00;;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.050.B48WEP";"100%CO";"BRESCIANE";-1;8849578;"A5.FIL.050.B48";8828652;"Texas2 nm2/50 (ne30/2)";"WEP";1445,43;7023,00;1445,43;7023,00;1445,43;7023,00;927,88;;83,78;29,16;12,50;"A5.FIL.050";"B48";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;1012,09;1480,00;0,00;0,00;0,00;1480,00;450,00;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.050.EA0MH1";"100%CO";"BRESCIANE";-1;8828671;"A5.FIL.050.EA0";8828652;"Texas2 nm2/50 (ne30/2)";"MH1";316,38;1077,00;316,38;1077,00;316,38;1077,00;195,96;;9,94;20,79;9,99999999996248e-03;"A5.FIL.050";"EA0";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;199,10;330,00;0,00;0,00;0,00;330,00;130,00;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;309,89;309,89;309,89;309,89;309,89
"A5.FIL.050.EG2MH1";"100%CO";"BRESCIANE";-1;8828674;"A5.FIL.050.EG2";8828652;"Texas2 nm2/50 (ne30/2)";"MH1";20,36;1077,00;20,36;1077,00;20,36;1077,00;11,65;;;3,99;2,86;"A5.FIL.050";"EG2";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;8,23;16,00;0,00;0,00;0,00;16,00;8,00;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;19,99;19,99;19,99;19,99;19,99
"A5.FIL.050.N98MH1";"100%CO";"BRESCIANE";-1;8828684;"A5.FIL.050.N98";8828652;"Texas2 nm2/50 (ne30/2)";"MH1";5,83;367,00;5,83;367,00;5,83;367,00;1,65;;21,01;2,49;-15,81;"A5.FIL.050";"N98";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;;0,00;0,00;0,00;0,00;0,00;;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.050.R34WEP";"100%CO";"BRESCIANE";-1;8849577;"A5.FIL.050.R34";8828652;"Texas2 nm2/50 (ne30/2)";"WEP";655,35;5590,00;655,35;5590,00;655,35;5590,00;431,43;;17,51;8,26;4,68;"A5.FIL.050";"R34";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;430,60;630,00;0,00;0,00;0,00;630,00;210,00;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.050.U16MH1";"100%CO";"BRESCIANE";-1;8828699;"A5.FIL.050.U16";8828652;"Texas2 nm2/50 (ne30/2)";"MH1";100,70;367,00;100,70;367,00;100,70;367,00;42,83;;3,13;11,77;5,94;"A5.FIL.050";"U16";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;30,00;90,00;0,00;0,00;0,00;90,00;60,00;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.050.U26MH1";"100%CO";"BRESCIANE";-1;8828701;"A5.FIL.050.U26";8828652;"Texas2 nm2/50 (ne30/2)";"MH1";162,87;548,00;162,87;548,00;162,87;548,00;2328,22;;10,22;42,51;38,37;"A5.FIL.050";"U26";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;2332,39;3125,00;0,00;0,00;0,00;3125,00;765,00;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.050.U26WEP";"100%CO";"BRESCIANE";-1;8828701;"A5.FIL.050.U26";8828652;"Texas2 nm2/50 (ne30/2)";"WEP";2936,43;8700,00;2936,43;8700,00;2936,43;8700,00;2328,22;;10,22;42,51;38,37;"A5.FIL.050";"U26";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;2332,39;3125,00;0,00;0,00;0,00;3125,00;765,00;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.050.W14WEP";"100%CO";"BRESCIANE";-1;8849581;"A5.FIL.050.W14";8828652;"Texas2 nm2/50 (ne30/2)";"WEP";743,52;5590,00;743,52;5590,00;743,52;5590,00;489,46;;110,03;4,00;4,13;"A5.FIL.050";"W14";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;578,75;730,00;0,00;0,00;0,00;730,00;143,90;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.050.Z42WEP";"100%CO";"BRESCIANE";-1;8828711;"A5.FIL.050.Z42";8828652;"Texas2 nm2/50 (ne30/2)";"WEP";572,07;5590,00;572,07;5590,00;572,07;5590,00;376,60;;66,78;3,23;-13,33;"A5.FIL.050";"Z42";4813,76;0,00;323,51;41,82;129,33;0,00;;"BRESCIANE";6974;;;;;;;6974,00;432,35;565,00;0,00;0,00;0,00;565,00;145,00;5034,82;6974,00;0,00;0,00;0,00;6974,00;1911,90;"BRESCIANE";;"BRESCIANE";1911,90;6974,00;5034,82;;;;;
"A5.FIL.051.E32MOR";"35%PA + 30%VI + 30%WO + 5%WS";"FILATURA-PAPI";-1;8832645;"A5.FIL.051.E32";8832641;"Everest nm1/14500";"MOR";91,06;227,00;82,80;210,00;50,84;132,00;27,35;;16,10;0,75;39,35;"A5.FIL.051";"E32";1050,46;0,00;90,59;773,28;68,98;0,00;;"FILATURA-PAPI";2200;;;;;;;2200,00;;0,00;0,00;0,00;0,00;0,00;;1003,30;2200,00;0,00;0,00;0,00;2200,00;1200,00;"FILATURA-PAPI";;"FILATURA-PAPI";1200,00;2350,00;1159,50;;;;;
"A5.FIL.051.M22MOR";"35%PA + 30%VI + 30%WO + 5%WS";"FILATURA-PAPI";-1;8865701;"A5.FIL.051.M22";8832641;"Everest nm1/14500";"MOR";528,09;1225,00;472,66;1100,00;356,12;832,00;;;1,20;0,00;171,46;"A5.FIL.051";"M22";1050,46;0,00;90,59;773,28;68,98;0,00;;"FILATURA-PAPI";2200;;;;;;;2200,00;;300,00;0,00;0,00;0,00;300,00;300,00;1003,30;2200,00;0,00;0,00;0,00;2200,00;1200,00;"FILATURA-PAPI";;"FILATURA-PAPI";1200,00;2350,00;1159,50;;;;;
"A5.FIL.051.M24MOR";"35%PA + 30%VI + 30%WO + 5%WS";"FILATURA-PAPI";-1;8848354;"A5.FIL.051.M24";8832641;"Everest nm1/14500";"MOR";909,02;2421,00;805,45;2147,00;562,79;1502,00;503,07;;;19,24;120,19;"A5.FIL.051";"M24";1050,46;0,00;90,59;773,28;68,98;0,00;;"FILATURA-PAPI";2200;;;;;;;2200,00;504,50;700,00;0,00;0,00;0,00;700,00;200,00;1003,30;2200,00;0,00;0,00;0,00;2200,00;1200,00;"FILATURA-PAPI";;"FILATURA-PAPI";1200,00;2350,00;1159,50;;;;;
"A5.FIL.051.N48MOR";"35%PA + 30%VI + 30%WO + 5%WS";"FILATURA-PAPI";-1;8864197;"A5.FIL.051.N48";8832641;"Everest nm1/14500";"MOR";1049,53;2705,00;919,04;2374,00;665,63;1725,00;294,82;;3,79;33,10;153,54;"A5.FIL.051";"N48";1050,46;0,00;90,59;773,28;68,98;0,00;;"FILATURA-PAPI";2200;;;;;;;2200,00;298,60;800,00;0,00;0,00;0,00;800,00;500,00;1003,30;2200,00;0,00;0,00;0,00;2200,00;1200,00;"FILATURA-PAPI";;"FILATURA-PAPI";1200,00;2350,00;1159,50;;;;;
"A5.FIL.051.N98MOR";"35%PA + 30%VI + 30%WO + 5%WS";"FILATURA-PAPI";-1;8832661;"A5.FIL.051.N98";8832641;"Everest nm1/14500";"MOR";340,06;885,00;312,03;812,00;229,21;599,00;175,11;;68,00;1,39;68,92;"A5.FIL.051";"N98";1050,46;0,00;90,59;773,28;68,98;0,00;;"FILATURA-PAPI";2200;;;;;;;2200,00;200,20;200,00;0,00;0,00;0,00;200,00;;1003,30;2200,00;0,00;0,00;0,00;2200,00;1200,00;"FILATURA-PAPI";;"FILATURA-PAPI";1200,00;2350,00;1159,50;;;;;
"A5.FIL.051.S96MOR";"35%PA + 30%VI + 30%WO + 5%WS";"FILATURA-PAPI";-1;8832670;"A5.FIL.051.S96";8832641;"Everest nm1/14500";"MOR";81,47;246,00;80,17;240,00;62,39;187,00;;;;0,00;80,17;"A5.FIL.051";"S96";1050,46;0,00;90,59;773,28;68,98;0,00;;"FILATURA-PAPI";2200;;;;;;;2200,00;;0,00;0,00;0,00;0,00;0,00;;1003,30;2200,00;0,00;0,00;0,00;2200,00;1200,00;"FILATURA-PAPI";;"FILATURA-PAPI";1200,00;2350,00;1159,50;;;;;
"A5.FIL.051.U56MOR";"35%PA + 30%VI + 30%WO + 5%WS";"FILATURA-PAPI";-1;8832677;"A5.FIL.051.U56";8832641;"Everest nm1/14500";"MOR";413,45;1085,00;376,75;990,00;270,43;715,00;50,11;;1,50;14,50;139,65;"A5.FIL.051";"U56";1050,46;0,00;90,59;773,28;68,98;0,00;;"FILATURA-PAPI";2200;;;;;;;2200,00;;200,00;0,00;0,00;0,00;200,00;200,00;1003,30;2200,00;0,00;0,00;0,00;2200,00;1200,00;"FILATURA-PAPI";;"FILATURA-PAPI";1200,00;2350,00;1159,50;;;;;
"A5.FIL.053.B02LIM";"100%PL";"LAGOPOLANE";-1;8833511;"A5.FIL.053.B02";8833508;"Pay nm1/7600+paillettes";"LIM";82,82;563,00;82,82;563,00;82,82;563,00;64,86;;6,15;4,23;3,05;"A5.FIL.053";"B02";126,94;0,00;42,24;27,11;15,16;0,00;;"LAGOPOLANE";206;;;;;;;206,00;71,00;83,00;0,00;0,00;0,00;83,00;13,00;168,70;206,00;0,00;0,00;0,00;206,00;41,00;"LAGOPOLANE";;"LAGOPOLANE";1146,00;1316,00;173,70;;;;;
"A5.FIL.053.B06IBL";"100%PL";"LAGOPOLANE";-1;8852273;"A5.FIL.053.B06";8833508;"Pay nm1/7600+paillettes";"IBL";71,63;422,00;68,37;403,00;52,62;310,00;35,81;;34,89;4,90;2,56;"A5.FIL.053";"B06";126,94;0,00;42,24;27,11;15,16;0,00;;"LAGOPOLANE";206;;;;;;;206,00;70,70;70,00;0,00;0,00;0,00;70,00;;168,70;206,00;0,00;0,00;0,00;206,00;41,00;"LAGOPOLANE";;"LAGOPOLANE";1146,00;1316,00;173,70;32,68;38,52;41,28;32,68;41,28
"A5.FIL.053.N06LIM";"100%PL";"LAGOPOLANE";-1;8857996;"A5.FIL.053.N06";8833508;"Pay nm1/7600+paillettes";"LIM";54,58;370,00;54,58;370,00;54,58;370,00;26,27;;1,20;6,03;4,41;"A5.FIL.053";"N06";126,94;0,00;42,24;27,11;15,16;0,00;;"LAGOPOLANE";206;;;;;;;206,00;27,00;53,00;0,00;0,00;0,00;53,00;28,00;168,70;206,00;0,00;0,00;0,00;206,00;41,00;"LAGOPOLANE";;"LAGOPOLANE";1146,00;1316,00;173,70;;;;;
"A5.FIL.053.N60IBL";"100%PL";"LAGOPOLANE";-1;8833515;"A5.FIL.053.N60";8833508;"Pay nm1/7600+paillettes";"IBL";16,85;100,00;17,09;101,00;12,01;71,00;;;;0,00;17,09;"A5.FIL.053";"N60";126,94;0,00;42,24;27,11;15,16;0,00;;"LAGOPOLANE";206;;;;;;;206,00;;0,00;0,00;0,00;0,00;0,00;;168,70;206,00;0,00;0,00;0,00;206,00;41,00;"LAGOPOLANE";;"LAGOPOLANE";1146,00;1316,00;173,70;;;;;
"A5.FIL.054.M06IBL";"50%WM + 50%PA";"LAGOPOLANE";-1;8853475;"A5.FIL.054.M06";8833520;"Apollo nm1/10000";"IBL";5,59;477,00;5,35;457,00;4,25;363,00;;;5,00;0,00;0,35;"A5.FIL.054";"M06";0,00;0,00;5,00;0,35;0,00;0,00;;"LAGOPOLANE";5;;;;;;;5,00;5,00;5,00;0,00;0,00;0,00;5,00;;5,00;5,00;0,00;0,00;0,00;5,00;;"LAGOPOLANE";;"LAGOPOLANE";1146,00;1316,00;173,70;3,22;3,82;3,99;3,22;3,99
"A5.FIL.067.B18SR1";"62%CO + 38%PA";"BEMIVA";-1;8833255;"A5.FIL.067.B18";8833253;"Park fine nm3.6";"SR1";57,44;143,00;57,44;143,00;57,44;143,00;16,54;;4,68;6,71;4,93;"A5.FIL.067";"B18";67,66;0,00;15,47;1,31;8,04;0,00;;"BEMIVA";155;;;;;;;155,00;;38,00;0,00;0,00;0,00;38,00;38,00;53,02;155,00;0,00;0,00;0,00;155,00;101,98;"BEMIVA";;"BEMIVA";101,98;251,00;155,94;58,20;58,20;58,20;57,44;57,44
"A5.FIL.067.N98SR1";"62%CO + 38%PA";"BEMIVA";-1;8833262;"A5.FIL.067.N98";8833253;"Park fine nm3.6";"SR1";122,26;304,00;122,26;304,00;122,26;304,00;51,12;;10,79;1,33;-3,62;"A5.FIL.067";"N98";67,66;0,00;15,47;1,31;8,04;0,00;;"BEMIVA";155;;;;;;;155,00;53,02;117,00;0,00;0,00;0,00;117,00;63,98;53,02;155,00;0,00;0,00;0,00;155,00;101,98;"BEMIVA";;"BEMIVA";101,98;251,00;155,94;123,72;123,72;123,72;122,26;122,26
"A5.FIL.071.EC4WEP";"45%WP + 23%PA + 15%CO + 15%MD + 2%EA";"DOMASO";-1;8835459;"A5.FIL.071.EC4";8835453;"Tuty fusion nm7000";"WEP";1198,73;4250,00;1198,73;4250,00;1198,73;4250,00;285,45;;1,02;3,97;2,66;"A5.FIL.071";"EC4";909,91;0,00;13,11;-11,48;9,91;2,00;;"DOMASO";3062;;;;;;;3062,00;288,04;1212,00;0,00;0,00;0,00;1212,00;912,00;878,84;3062,00;0,00;0,00;0,00;3062,00;2262,00;"DOMASO";;"DOMASO";5741,20;8089,00;2443,08;1198,50;1198,50;1198,50;1198,50;1198,50
"A5.FIL.071.P26WEP";"45%WP + 23%PA + 15%CO + 15%MD + 2%EA";"DOMASO";-1;8835487;"A5.FIL.071.P26";8835453;"Tuty fusion nm7000";"WEP";210,65;747,00;210,65;747,00;210,65;747,00;14,09;;3,25;3,94;-2,75;"A5.FIL.071";"P26";909,91;0,00;13,11;-11,48;9,91;2,00;2,00;"DOMASO";3062;;;;;;;3062,00;;200,00;0,00;0,00;0,00;200,00;200,00;878,84;3062,00;0,00;0,00;0,00;3062,00;2262,00;"DOMASO";;"DOMASO";5741,20;8089,00;2443,08;;;;;
"A5.FIL.071.TA2WEP";"45%WP + 23%PA + 15%CO + 15%MD + 2%EA";"DOMASO";-1;8835489;"A5.FIL.071.TA2";8835453;"Tuty fusion nm7000";"WEP";1051,72;3728,00;1051,72;3728,00;1051,72;3728,00;313,09;;1,12;1,00;-11,49;"A5.FIL.071";"TA2";909,91;0,00;13,11;-11,48;9,91;2,00;;"DOMASO";3062;;;;;;;3062,00;293,28;1050,00;0,00;0,00;0,00;1050,00;750,00;878,84;3062,00;0,00;0,00;0,00;3062,00;2262,00;"DOMASO";;"DOMASO";5741,20;8089,00;2443,08;;;;;
"A5.FIL.071.UD8WEP";"45%WP + 23%PA + 15%CO + 15%MD + 2%EA";"DOMASO";-1;8835481;"A5.FIL.071.UD8";8835453;"Tuty fusion nm7000";"WEP";704,09;2494,00;704,09;2494,00;704,09;2494,00;297,28;;7,72;1,00;0,09;"A5.FIL.071";"UD8";909,91;0,00;13,11;-11,48;9,91;2,00;;"DOMASO";3062;;;;;;;3062,00;297,52;600,00;0,00;0,00;0,00;600,00;400,00;878,84;3062,00;0,00;0,00;0,00;3062,00;2262,00;"DOMASO";;"DOMASO";5741,20;8089,00;2443,08;;;;;
"A5.FIL.072.N54WEP";"45%WP + 23%PA + 15%CO + 15%MD + 2%EA";"DOMASO";-1;8835695;"A5.FIL.072.N54";8835690;"Tuty nm7000";"WEP";1254,66;4459,00;1254,66;4459,00;1254,66;4459,00;458,07;;4,22;5,51;3,29;"A5.FIL.072";"N54";458,07;0,00;4,22;-7,98;5,51;0,00;;"DOMASO";1612;;;;;;;1612,00;417,80;1212,00;0,00;0,00;0,00;1212,00;794,20;417,80;1612,00;0,00;0,00;0,00;1612,00;1194,20;"DOMASO";;"DOMASO";5741,20;8089,00;2443,08;;;;;
"A5.FIL.072.N70DIF";"45%WP + 23%PA + 15%CO + 15%MD + 2%EA";"DOMASO";-1;8835697;"A5.FIL.072.N70";8835690;"Tuty nm7000";"DIF";388,72;1100,00;388,72;1100,00;388,72;1100,00;;;;0,00;-11,28;"A5.FIL.072";"N70";458,07;0,00;4,22;-7,98;5,51;0,00;;"DOMASO";1612;;;;;;;1612,00;;400,00;0,00;0,00;0,00;400,00;400,00;417,80;1612,00;0,00;0,00;0,00;1612,00;1194,20;"DOMASO";;"DOMASO";5741,20;8089,00;2443,08;;;;;
"A5.FIL.074.N98SR1";"100%VI";"BEMIVA";-1;8850419;"A5.FIL.074.N98";8838750;"Lattice nm2/60 RCS";"SR1";78,23;788,00;78,23;788,00;78,23;788,00;78,24;;24,69;0,00;-24,69;"A5.FIL.074";"N98";78,24;0,00;24,69;-24,69;0,00;0,00;;"BEMIVA";96;;;;;;;96,00;102,92;96,00;0,00;0,00;0,00;96,00;;102,92;96,00;0,00;0,00;0,00;96,00;;"BEMIVA";;"BEMIVA";101,98;251,00;155,94;41,28;41,28;41,28;41,28;41,28
